"Type";"Coverage";"OdName";"AREA";"AreaName";"REG";"RegName";"DEV";"DevName";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"country";"criterion"
"Emigrants";"Both";"France";"908";"Europe";"926";"Western Europe";"901";"Developed regions";"879";"851";"817";"697";"673";"749";"694";"680";"921";"1108";"1293";"1324";"1335";"1340";"1398";"1297";"1198";"1393";"1329";"1602";"1632";"1730";"1474";"1333";"1432";"1303";"1145";"1135";"904";"844";"952";"1289";"1198";"1373";"Denmark";"Residence"
"Emigrants";"Both";"Gabon";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"0";"0";"0";"2";"0";"6";"2";"2";"3";"3";"1";"1";"0";"0";"1";"2";"0";"0";"5";"0";"1";"2";"1";"1";"0";"0";"0";"..";"4";"0";"0";"1";"0";"0";"Denmark";"Residence"
"Emigrants";"Both";"Gambia";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"8";"16";"6";"17";"19";"11";"20";"8";"19";"15";"12";"26";"11";"18";"16";"21";"14";"19";"24";"16";"12";"20";"22";"12";"20";"12";"9";"4";"8";"8";"6";"12";"12";"10";"Denmark";"Residence"
"Emigrants";"Both";"Georgia";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"10";"9";"13";"22";"..";"..";"12";"2";"8";"3";"9";"13";"8";"7";"3";"10";"9";"7";"9";"Denmark";"Residence"
"Emigrants";"Both";"Germany";"908";"Europe";"926";"Western Europe";"901";"Developed regions";"1934";"1913";"1735";"1488";"1579";"1786";"1808";"1789";"2135";"2196";"2414";"2793";"3347";"3474";"3318";"3010";"2998";"2795";"2871";"2991";"3009";"2983";"2700";"2540";"2618";"2527";"2690";"2599";"2688";"2888";"3064";"3178";"3411";"3428";"Denmark";"Residence"
"Emigrants";"Both";"Ghana";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"22";"24";"23";"15";"19";"18";"28";"15";"42";"34";"36";"46";"48";"77";"52";"42";"47";"71";"86";"81";"86";"97";"72";"75";"104";"108";"98";"55";"56";"47";"69";"84";"84";"98";"Denmark";"Residence"
"Emigrants";"Both";"Greece";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"153";"152";"174";"211";"184";"193";"127";"177";"214";"213";"245";"202";"243";"238";"259";"214";"243";"228";"237";"241";"261";"265";"273";"229";"212";"202";"177";"143";"77";"117";"143";"169";"182";"165";"Denmark";"Residence"
"Emigrants";"Both";"Greenland";"905";"Northern America";"905";"Northern America";"901";"Developed regions";"3643";"3476";"3174";"3361";"3336";"3160";"3402";"3760";"3299";"2972";"2697";"2136";"1996";"1901";"2011";"2003";"2204";"2363";"2299";"2431";"2549";"2329";"2273";"2179";"2377";"2299";"2190";"2057";"1377";"1541";"1530";"1305";"1206";"4";"Denmark";"Residence"
"Emigrants";"Both";"Grenada";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"3";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"2";"0";"0";"2";"..";"1";"0";"0";"0";"0";"0";"Denmark";"Residence"
"Emigrants";"Both";"Guatemala";"904";"Latin America and the Caribbean";"916";"Central America";"902";"Developing regions";"1";"3";"3";"6";"0";"0";"1";"1";"2";"3";"0";"2";"6";"11";"27";"25";"25";"32";"34";"27";"25";"23";"22";"15";"16";"30";"15";"14";"5";"4";"9";"7";"8";"7";"Denmark";"Residence"
"Emigrants";"Both";"Guinea";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"0";"0";"0";"1";"1";"4";"3";"2";"4";"1";"0";"4";"1";"10";"5";"2";"6";"2";"3";"3";"3";"2";"6";"9";"5";"3";"3";"..";"0";"1";"1";"1";"0";"0";"Denmark";"Residence"
"Emigrants";"Both";"Guinea-Bissau";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"0";"1";"3";"1";"2";"58";"62";"55";"32";"29";"7";"5";"17";"9";"4";"3";"15";"13";"4";"11";"14";"0";"1";"6";"5";"9";"4";"5";"1";"4";"3";"4";"2";"3";"Denmark";"Residence"
"Emigrants";"Both";"Guyana";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"3";"4";"0";"0";"1";"0";"0";"0";"0";"4";"4";"1";"5";"2";"1";"3";"0";"2";"6";"6";"0";"0";"0";"0";"0";"0";"0";"..";"0";"0";"0";"1";"3";"0";"Denmark";"Residence"
"Emigrants";"Both";"Haiti";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"1";"0";"1";"0";"0";"8";"0";"0";"0";"2";"0";"1";"1";"0";"0";"2";"2";"1";"1";"0";"0";"2";"0";"1";"1";"1";"0";"..";"0";"0";"2";"0";"0";"0";"Denmark";"Residence"
"Emigrants";"Both";"Holy See";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"..";"0";"0";"0";"0";"0";"0";"Denmark";"Residence"
"Emigrants";"Both";"Honduras";"904";"Latin America and the Caribbean";"916";"Central America";"902";"Developing regions";"6";"5";"4";"3";"4";"8";"7";"4";"8";"8";"8";"10";"14";"4";"15";"13";"8";"21";"10";"10";"9";"14";"20";"12";"22";"19";"10";"22";"15";"6";"5";"8";"6";"6";"Denmark";"Residence"
"Emigrants";"Both";"Hungary";"908";"Europe";"923";"Eastern Europe";"901";"Developed regions";"16";"25";"23";"22";"14";"22";"24";"27";"42";"20";"36";"66";"60";"104";"128";"74";"95";"154";"117";"147";"158";"138";"119";"120";"154";"192";"201";"168";"224";"317";"239";"333";"382";"489";"Denmark";"Residence"
"Emigrants";"Both";"Iceland";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"790";"727";"742";"680";"819";"742";"776";"1161";"1023";"827";"839";"834";"748";"663";"619";"723";"1017";"1181";"1359";"1422";"1253";"1208";"1076";"1062";"1473";"1484";"1481";"1503";"1401";"1067";"1065";"1337";"1254";"1090";"Denmark";"Residence"
"Emigrants";"Both";"India";"935";"Asia";"5501";"Southern Asia";"902";"Developing regions";"169";"145";"145";"116";"109";"123";"100";"121";"100";"112";"126";"89";"116";"114";"163";"217";"184";"209";"184";"..";"..";"189";"173";"231";"300";"390";"469";"459";"928";"901";"872";"1305";"1328";"1201";"Denmark";"Residence"
"Emigrants";"Both";"Indonesia";"935";"Asia";"920";"South-Eastern Asia";"902";"Developing regions";"29";"52";"55";"62";"28";"32";"28";"26";"41";"62";"56";"46";"87";"67";"63";"77";"120";"81";"55";"..";"..";"48";"56";"38";"43";"42";"63";"35";"48";"38";"66";"71";"55";"106";"Denmark";"Residence"
"Emigrants";"Both";"Iran (Islamic Republic of)";"935";"Asia";"5501";"Southern Asia";"902";"Developing regions";"11";"7";"8";"17";"26";"28";"74";"124";"104";"113";"104";"198";"135";"127";"121";"122";"113";"106";"126";"..";"..";"169";"130";"119";"139";"133";"97";"65";"57";"49";"83";"120";"118";"155";"Denmark";"Residence"
"Emigrants";"Both";"Iraq";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"68";"122";"151";"51";"37";"39";"9";"11";"35";"34";"18";"27";"26";"29";"21";"33";"36";"32";"45";"..";"..";"91";"84";"215";"323";"242";"215";"70";"193";"166";"156";"206";"187";"195";"Denmark";"Residence"
"Emigrants";"Both";"Ireland";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"672";"453";"325";"225";"189";"196";"156";"215";"222";"146";"129";"167";"174";"177";"170";"212";"243";"243";"280";"368";"379";"335";"311";"264";"267";"258";"256";"228";"169";"147";"182";"146";"186";"174";"Denmark";"Residence"
"Emigrants";"Both";"Israel";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"215";"255";"266";"217";"216";"194";"198";"199";"270";"217";"215";"233";"242";"246";"269";"270";"211";"252";"186";"..";"..";"148";"105";"124";"126";"126";"100";"76";"55";"93";"86";"54";"96";"80";"Denmark";"Residence"
"Emigrants";"Both";"Italy";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"480";"501";"438";"419";"373";"363";"476";"482";"537";"528";"528";"608";"611";"555";"906";"593";"663";"675";"791";"822";"897";"841";"777";"782";"851";"663";"675";"546";"537";"661";"710";"753";"836";"926";"Denmark";"Residence"
"Emigrants";"Both";"Jamaica";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"5";"1";"4";"0";"5";"1";"13";"16";"11";"6";"10";"13";"6";"7";"6";"11";"19";"6";"9";"14";"19";"14";"7";"7";"13";"13";"60";"24";"3";"3";"3";"1";"0";"3";"Denmark";"Residence"
"Emigrants";"Both";"Japan";"935";"Asia";"906";"Eastern Asia";"901";"Developed regions";"153";"177";"120";"114";"119";"148";"147";"149";"153";"191";"198";"261";"248";"274";"267";"258";"299";"406";"323";"..";"..";"275";"250";"330";"336";"275";"253";"228";"203";"199";"236";"283";"274";"353";"Denmark";"Residence"
"Emigrants";"Both";"Jordan";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"49";"51";"50";"31";"37";"51";"16";"21";"34";"19";"16";"13";"18";"22";"33";"50";"27";"16";"35";"..";"..";"30";"42";"22";"35";"63";"47";"38";"18";"20";"41";"17";"27";"36";"Denmark";"Residence"
"Emigrants";"Both";"Kazakhstan";"935";"Asia";"5500";"Central Asia";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"8";"2";"5";"2";"8";"..";"..";"9";"8";"7";"7";"10";"22";"16";"7";"8";"9";"5";"11";"14";"Denmark";"Residence"
"Emigrants";"Both";"Kenya";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"127";"116";"157";"140";"201";"151";"142";"148";"160";"120";"86";"92";"77";"81";"94";"61";"91";"97";"92";"96";"79";"104";"92";"94";"113";"93";"117";"63";"89";"87";"87";"85";"71";"75";"Denmark";"Residence"
"Emigrants";"Both";"Kuwait";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"85";"92";"86";"73";"66";"53";"46";"27";"32";"32";"11";"29";"26";"14";"16";"21";"18";"20";"20";"..";"..";"19";"31";"22";"16";"36";"17";"28";"11";"14";"16";"34";"24";"27";"Denmark";"Residence"
"Emigrants";"Both";"Kyrgyzstan";"935";"Asia";"5500";"Central Asia";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"1";"4";"0";"5";"..";"..";"4";"1";"0";"3";"9";"3";"1";"2";"3";"1";"2";"1";"6";"Denmark";"Residence"
"Emigrants";"Both";"Lao People's Democratic Republic";"935";"Asia";"920";"South-Eastern Asia";"902";"Developing regions";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"1";"6";"1";"10";"12";"..";"..";"14";"12";"11";"5";"10";"1";"6";"1";"16";"4";"7";"1";"5";"Denmark";"Residence"
"Emigrants";"Both";"Latvia";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"15";"67";"105";"149";"146";"148";"190";"283";"322";"339";"344";"372";"348";"324";"312";"323";"216";"194";"224";"279";"413";"498";"511";"Denmark";"Residence"
"Emigrants";"Both";"Lebanon";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"39";"20";"19";"21";"22";"16";"34";"30";"77";"52";"51";"70";"62";"101";"117";"129";"91";"126";"179";"..";"..";"218";"203";"153";"199";"294";"330";"164";"187";"174";"158";"128";"92";"108";"Denmark";"Residence"
"Emigrants";"Both";"Lesotho";"903";"Africa";"913";"Southern Africa";"902";"Developing regions";"36";"9";"14";"25";"21";"15";"23";"27";"29";"14";"10";"13";"20";"7";"2";"11";"4";"12";"10";"12";"12";"18";"10";"5";"2";"0";"2";"..";"0";"1";"1";"0";"1";"1";"Denmark";"Residence"
"Emigrants";"Both";"Liberia";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"18";"24";"6";"25";"11";"22";"5";"22";"16";"20";"6";"1";"6";"0";"1";"0";"1";"1";"3";"4";"3";"3";"4";"5";"5";"5";"4";"6";"3";"3";"2";"8";"3";"2";"Denmark";"Residence"
"Emigrants";"Both";"Libya";"903";"Africa";"912";"Northern Africa";"902";"Developing regions";"15";"40";"65";"47";"15";"23";"15";"15";"51";"26";"7";"6";"9";"0";"4";"3";"6";"3";"3";"0";"1";"2";"1";"7";"2";"12";"10";"3";"7";"5";"3";"2";"6";"3";"Denmark";"Residence"
"Emigrants";"Both";"Liechtenstein";"908";"Europe";"926";"Western Europe";"901";"Developed regions";"0";"0";"1";"0";"1";"0";"1";"1";"4";"2";"6";"2";"4";"7";"10";"4";"5";"5";"9";"9";"10";"25";"18";"8";"8";"2";"5";"2";"5";"2";"7";"2";"0";"2";"Denmark";"Residence"
"Emigrants";"Both";"Lithuania";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"47";"107";"102";"107";"149";"220";"286";"325";"432";"569";"680";"596";"623";"630";"783";"615";"494";"419";"525";"748";"950";"953";"Denmark";"Residence"
"Emigrants";"Both";"Luxembourg";"908";"Europe";"926";"Western Europe";"901";"Developed regions";"131";"156";"162";"132";"115";"126";"152";"209";"204";"214";"224";"220";"191";"176";"218";"182";"146";"177";"157";"200";"252";"214";"131";"131";"114";"171";"166";"114";"100";"98";"66";"78";"103";"67";"Denmark";"Residence"
"Emigrants";"Both";"Madagascar";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"2";"7";"1";"1";"4";"6";"1";"5";"0";"7";"3";"4";"1";"6";"9";"6";"3";"2";"6";"3";"3";"3";"1";"0";"2";"2";"9";"..";"0";"0";"4";"3";"1";"6";"Denmark";"Residence"
"Emigrants";"Both";"Malawi";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"18";"6";"18";"7";"14";"9";"11";"11";"13";"4";"19";"17";"30";"6";"9";"4";"12";"14";"22";"35";"21";"17";"21";"12";"6";"12";"15";"5";"10";"3";"13";"2";"12";"4";"Denmark";"Residence"
"Emigrants";"Both";"Malaysia";"935";"Asia";"920";"South-Eastern Asia";"902";"Developing regions";"43";"23";"33";"53";"36";"23";"21";"35";"40";"73";"51";"55";"58";"42";"56";"76";"131";"131";"98";"..";"..";"99";"68";"92";"75";"73";"91";"73";"63";"71";"61";"74";"90";"89";"Denmark";"Residence"
"Emigrants";"Both";"Maldives";"935";"Asia";"5501";"Southern Asia";"902";"Developing regions";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"5";"2";"22";"6";"2";"5";"..";"..";"13";"4";"4";"6";"8";"2";"2";"6";"4";"4";"0";"3";"1";"Denmark";"Residence"
"Emigrants";"Both";"Mali";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"0";"3";"2";"2";"1";"1";"3";"0";"5";"3";"1";"0";"3";"3";"10";"2";"6";"1";"1";"2";"1";"0";"0";"2";"2";"0";"2";"1";"0";"0";"0";"0";"0";"0";"Denmark";"Residence"
"Emigrants";"Both";"Malta";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"10";"11";"9";"15";"18";"5";"14";"17";"11";"9";"7";"20";"12";"13";"10";"7";"9";"5";"3";"7";"25";"18";"17";"14";"17";"23";"28";"34";"30";"18";"39";"46";"37";"34";"Denmark";"Residence"
"Emigrants";"Both";"Mauritania";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"0";"0";"4";"0";"0";"0";"0";"2";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"4";"0";"1";"4";"2";"1";"0";"0";"2";"1";"3";"4";"0";"0";"0";"Denmark";"Residence"
"Emigrants";"Both";"Mauritius";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"2";"6";"1";"8";"1";"2";"3";"1";"2";"3";"4";"0";"1";"0";"1";"2";"19";"6";"4";"6";"5";"4";"5";"4";"5";"6";"9";"6";"4";"9";"2";"8";"0";"5";"Denmark";"Residence"
"Emigrants";"Both";"Mexico";"904";"Latin America and the Caribbean";"916";"Central America";"902";"Developing regions";"28";"77";"58";"29";"32";"53";"34";"22";"45";"55";"46";"61";"67";"62";"81";"61";"78";"72";"61";"107";"116";"101";"116";"78";"100";"108";"101";"101";"87";"81";"94";"121";"126";"156";"Denmark";"Residence"
"Emigrants";"Both";"Monaco";"908";"Europe";"926";"Western Europe";"901";"Developed regions";"3";"1";"3";"2";"4";"6";"6";"12";"7";"3";"6";"7";"4";"1";"6";"4";"4";"12";"9";"11";"16";"14";"15";"7";"9";"0";"6";"6";"11";"24";"10";"10";"5";"6";"Denmark";"Residence"
"Emigrants";"Both";"Mongolia";"935";"Asia";"906";"Eastern Asia";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"7";"5";"5";"13";"7";"..";"..";"7";"10";"3";"2";"2";"3";"8";"7";"7";"4";"4";"4";"1";"Denmark";"Residence"
"Emigrants";"Both";"Montenegro";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"..";"..";"..";"..";"..";"..";"..";"4";"7";"8";"10";"13";"11";"8";"11";"Denmark";"Residence"
"Emigrants";"Both";"Morocco";"903";"Africa";"912";"Northern Africa";"902";"Developing regions";"32";"71";"57";"72";"59";"47";"41";"36";"78";"53";"75";"69";"52";"83";"61";"77";"64";"49";"66";"80";"90";"85";"45";"59";"48";"57";"56";"69";"63";"45";"39";"37";"62";"26";"Denmark";"Residence"
"Emigrants";"Both";"Mozambique";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"82";"40";"68";"45";"54";"33";"54";"67";"70";"109";"93";"87";"118";"82";"87";"71";"75";"78";"64";"77";"55";"62";"46";"46";"38";"26";"41";"28";"33";"20";"16";"14";"7";"18";"Denmark";"Residence"
"Emigrants";"Both";"Myanmar";"935";"Asia";"920";"South-Eastern Asia";"902";"Developing regions";"1";"0";"4";"1";"0";"2";"1";"0";"1";"0";"4";"5";"0";"1";"0";"0";"1";"0";"5";"..";"..";"0";"1";"2";"1";"0";"1";"2";"7";"11";"5";"2";"1";"20";"Denmark";"Residence"
"Emigrants";"Both";"Namibia";"903";"Africa";"913";"Southern Africa";"902";"Developing regions";"0";"2";"0";"46";"14";"2";"3";"3";"12";"25";"18";"35";"30";"31";"49";"27";"44";"27";"41";"..";"..";"10";"..";"12";"5";"2";"4";"1";"0";"1";"0";"0";"3";"2";"Denmark";"Residence"
"Emigrants";"Both";"Nepal";"935";"Asia";"5501";"Southern Asia";"902";"Developing regions";"8";"14";"10";"13";"5";"20";"31";"48";"40";"28";"31";"48";"52";"57";"44";"51";"47";"58";"38";"..";"..";"88";"43";"69";"29";"28";"46";"30";"79";"65";"90";"174";"146";"190";"Denmark";"Residence"
"Emigrants";"Both";"Netherlands";"908";"Europe";"926";"Western Europe";"901";"Developed regions";"433";"404";"353";"349";"380";"393";"367";"384";"377";"390";"475";"510";"514";"651";"567";"636";"774";"742";"818";"780";"809";"762";"613";"609";"564";"563";"615";"647";"524";"480";"579";"656";"689";"802";"Denmark";"Residence"
"Emigrants";"Both";"New Zealand";"909";"Oceania";"927";"Australia and New Zealand";"901";"Developed regions";"126";"100";"87";"102";"72";"86";"78";"113";"139";"131";"116";"149";"114";"180";"151";"143";"222";"228";"180";"..";"..";"261";"210";"213";"246";"282";"247";"195";"122";"113";"155";"123";"144";"126";"Denmark";"Residence"
"Emigrants";"Both";"Nicaragua";"904";"Latin America and the Caribbean";"916";"Central America";"902";"Developing regions";"5";"7";"14";"11";"13";"13";"18";"13";"15";"16";"53";"36";"19";"33";"35";"42";"43";"32";"31";"46";"43";"22";"18";"34";"19";"23";"28";"22";"18";"16";"15";"9";"3";"6";"Denmark";"Residence"
"Emigrants";"Both";"Niger";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"0";"0";"11";"4";"5";"2";"1";"0";"17";"8";"10";"8";"4";"1";"1";"0";"0";"2";"3";"2";"4";"1";"0";"1";"1";"3";"0";"..";"1";"0";"0";"0";"1";"1";"Denmark";"Residence"
"Emigrants";"Both";"Nigeria";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"72";"127";"117";"117";"61";"56";"79";"70";"48";"35";"48";"58";"53";"60";"34";"46";"44";"39";"31";"35";"37";"46";"28";"27";"38";"34";"30";"18";"25";"20";"18";"22";"32";"29";"Denmark";"Residence"
"Emigrants";"Both";"Norway";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"2629";"3354";"3251";"2777";"2608";"3291";"3863";"4080";"4012";"2815";"2442";"2466";"2326";"2313";"2410";"2288";"2398";"2649";"3117";"2786";"3043";"3232";"3325";"2908";"2899";"2894";"2827";"2830";"2418";"2481";"2899";"2998";"3066";"3436";"Denmark";"Residence"
"Emigrants";"Both";"Oman";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"3";"6";"12";"6";"20";"17";"10";"8";"16";"50";"54";"14";"0";"9";"10";"10";"8";"7";"7";"..";"..";"7";"29";"7";"28";"50";"91";"74";"47";"18";"34";"29";"6";"6";"Denmark";"Residence"
"Emigrants";"Both";"Pakistan";"935";"Asia";"5501";"Southern Asia";"902";"Developing regions";"258";"291";"354";"393";"313";"210";"257";"229";"381";"308";"248";"283";"336";"297";"365";"337";"318";"282";"285";"..";"..";"270";"322";"264";"282";"399";"309";"145";"105";"112";"138";"148";"146";"169";"Denmark";"Residence"
"Emigrants";"Both";"Panama";"904";"Latin America and the Caribbean";"916";"Central America";"902";"Developing regions";"2";"3";"4";"3";"8";"2";"4";"9";"3";"10";"1";"6";"6";"1";"5";"5";"3";"0";"2";"7";"6";"1";"8";"12";"7";"12";"26";"28";"14";"19";"4";"7";"11";"14";"Denmark";"Residence"
"Emigrants";"Both";"Papua New Guinea";"909";"Oceania";"928";"Melanesia";"902";"Developing regions";"0";"6";"2";"5";"2";"1";"2";"2";"0";"1";"3";"2";"1";"1";"1";"6";"0";"4";"8";"..";"..";"0";"0";"0";"2";"4";"3";"..";"0";"1";"4";"0";"0";"2";"Denmark";"Residence"
"Emigrants";"Both";"Paraguay";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"4";"12";"8";"13";"9";"4";"5";"4";"0";"3";"25";"14";"17";"15";"24";"5";"10";"15";"8";"9";"8";"7";"5";"4";"3";"7";"3";"2";"3";"6";"2";"6";"7";"3";"Denmark";"Residence"
"Emigrants";"Both";"Peru";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"6";"26";"16";"13";"6";"6";"6";"5";"7";"7";"10";"13";"11";"12";"12";"30";"30";"25";"31";"35";"39";"45";"38";"45";"42";"45";"29";"19";"14";"15";"15";"32";"25";"44";"Denmark";"Residence"
"Emigrants";"Both";"Philippines";"935";"Asia";"920";"South-Eastern Asia";"902";"Developing regions";"41";"82";"86";"60";"39";"50";"33";"58";"62";"49";"31";"54";"65";"87";"74";"85";"52";"105";"101";"..";"..";"83";"81";"84";"100";"105";"174";"191";"337";"388";"493";"537";"515";"506";"Denmark";"Residence"
"Emigrants";"Both";"Poland";"908";"Europe";"923";"Eastern Europe";"901";"Developed regions";"135";"111";"80";"91";"73";"91";"98";"137";"179";"158";"296";"393";"340";"317";"307";"339";"414";"482";"495";"474";"545";"533";"588";"548";"656";"742";"1126";"1335";"2264";"2864";"1976";"1992";"1955";"1975";"Denmark";"Residence"
"Emigrants";"Both";"Portugal";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"61";"75";"75";"56";"54";"82";"94";"119";"112";"153";"114";"132";"135";"141";"131";"111";"164";"123";"124";"175";"153";"161";"128";"174";"125";"122";"129";"91";"114";"132";"114";"179";"176";"215";"Denmark";"Residence"
